สถานพยาบาลที่ได้รับการรับรองกระบวนการคุณภาพสถานพยาบาล (HA) และขั้นก้าวหน้า (A-HA) (ข้อมูล ณ 30 พฤศจิกายน 2563),,,,,,,,,
เขต,จังหวัด,โรงพยาบาล,H Code,สังกัด,ชนิดรพ.,ขั้นปัจจุบัน,วันรับรอง,วันหมดอายุ,หมายเหตุ
4,ปทุมธานี,ภัทร-ธนบุรี,14354,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,15-พ.ค.-19,14-พ.ค.-20,
4,ปทุมธานี,ลาดหลุมแก้ว,10765,รัฐในสังกัดสป.สธ.,รพช.,r1,24-เม.ย.-18,23-เม.ย.-21,
4,ปทุมธานี,ประชาธิปัตย์,10763,รัฐในสังกัดสป.สธ.,รพช.,3,13-ส.ค.-20,12-ส.ค.-22,
4,ปทุมธานี,คลองหลวง,10761,รัฐในสังกัดสป.สธ.,รพช.,r2,24-ก.ย.-19,23-ก.ย.-22,
4,ปทุมธานี,สามโคก,10767,รัฐในสังกัดสป.สธ.,รพช.,r1,11-มิ.ย.-19,10-มิ.ย.-22,
4,ปทุมธานี,ธัญบุรี,10762,รัฐในสังกัดสป.สธ.,รพช.,3,11-ก.พ.-20,10-ก.พ.-22,
4,ปทุมธานี,ซีจีเอช ลำลูกกา โรงพยาบาลทั่วไปขนาดเล็ก,39977,เอกชน,เอกชน,0,,,
4,ปทุมธานี,กรุงไทย ปทุม โรงพยาบาลทั่วไปขนาดเล็ก,41685,เอกชน,เอกชน,0,,,
4,ปทุมธานี,เฉพาะประเภทผู้ป่วย ผู้สูงอายุ ขนาดกลาง ธนบุรีบูรณา,28,เอกชน,เอกชน,0,,,
4,ปทุมธานี,แพทย์รังสิต 2 โรงพยาบาลทั่วไปขนาดกลาง,41760,เอกชน,เอกชน,0,,,
4,ปทุมธานี,สินแพทย์ ลำลูกกา,41698,เอกชน,เอกชน,2,5-ส.ค.-20,4-ส.ค.-21,
4,ปทุมธานี,มหาวชิราลงกรณธัญบุรี กรมการแพทย์,14923,รัฐในสังกัดสธ.,กรมการแพทย์,r3,23-ก.ค.-19,22-ก.ค.-22,
4,พระนครศรีอยุธยา,เอเชียโรงพยาบาลทั่วไปขนาดเล็ก,41405,เอกชน,เอกชน,0,,,
4,พระนครศรีอยุธยา,ท่าเรือ,10768,รัฐในสังกัดสป.สธ.,รพช.,r3,28-ส.ค.-18,27-ส.ค.-21,
4,พระนครศรีอยุธยา,บางไทร,10770,รัฐในสังกัดสป.สธ.,รพช.,2,5-มิ.ย.-20,4-มิ.ย.-21,
4,พระนครศรีอยุธยา,สมเด็จพระสังฆราช (วาสนมหาเถระ) นครหลวง,10769,รัฐในสังกัดสป.สธ.,รพช.,r3,12-พ.ย.-19,11-พ.ย.-22,
4,พระนครศรีอยุธยา,บ้านแพรก,10781,รัฐในสังกัดสป.สธ.,รพช.,r1,21-ก.พ.-19,20-ก.พ.-22,
4,พระนครศรีอยุธยา,ลาดบัวหลวง,10776,รัฐในสังกัดสป.สธ.,รพช.,r1,10-มิ.ย.-20,9-มิ.ย.-23,
4,พระนครศรีอยุธยา,มหาราช,10780,รัฐในสังกัดสป.สธ.,รพช.,3,26-ส.ค.-20,25-ส.ค.-22,
4,พระนครศรีอยุธยา,อุทัย,10779,รัฐในสังกัดสป.สธ.,รพช.,3,12-ก.พ.-19,11-ก.พ.-21,
4,พระนครศรีอยุธยา,บางบาล,10771,รัฐในสังกัดสป.สธ.,รพช.,3,22-ต.ค.-20,21-เม.ย.-21,
4,พระนครศรีอยุธยา,บางปะหัน,10773,รัฐในสังกัดสป.สธ.,รพช.,r2,27-พ.ย.-20,26-พ.ย.-21,
4,พระนครศรีอยุธยา,ผักไห่,10774,รัฐในสังกัดสป.สธ.,รพช.,r2,14-ส.ค.-18,13-ส.ค.-21,
4,พระนครศรีอยุธยา,ภาชี,10775,รัฐในสังกัดสป.สธ.,รพช.,r2,25-ก.ค.-20,24-ก.ค.-21,
4,พระนครศรีอยุธยา,เสนา,10688,รัฐในสังกัดสป.สธ.,รพท.,r2,15-ม.ค.-19,14-ม.ค.-22,
4,พระนครศรีอยุธยา,สถานพยาบาลผู้ป่วยเรื้อรังเวลเนสแคร์,24640,เอกชน,เอกชน,0,,,
4,พระนครศรีอยุธยา,วังน้อย,10777,รัฐในสังกัดสป.สธ.,รพช.,r1,25-ก.ค.-20,24-ก.ค.-21,
4,พระนครศรีอยุธยา,พระนครศรีอยุธยา,10660,รัฐในสังกัดสป.สธ.,รพศ.,r4,22-พ.ค.-18,21-พ.ค.-21,
4,พระนครศรีอยุธยา,บางซ้าย,10778,รัฐในสังกัดสป.สธ.,รพช.,3,24-มี.ค.-20,23-มี.ค.-21,
4,พระนครศรีอยุธยา,ราชธานี,11806,เอกชน,สมาคมโรงพยาบาลเอกชน,r1,27-มิ.ย.-20,26-มิ.ย.-21,
4,พระนครศรีอยุธยา,การุญเวช อยุธยา,15096,เอกชน,เอกชน,2e,20-ก.ค.-19,19-ก.ค.-20,อยู่ระหว่างต่ออายุ
4,พระนครศรีอยุธยา,ศุภมิตรเสนา,14588,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,20-ก.ค.-19,19-ก.ค.-20,อยู่ระหว่างต่ออายุ
4,พระนครศรีอยุธยา,บางปะอิน,10772,รัฐในสังกัดสป.สธ.,รพช.,r1,22-ต.ค.-18,21-ต.ค.-21,
4,พระนครศรีอยุธยา,พีรเวช,23775,เอกชน,เอกชน,0,,,
4,พระนครศรีอยุธยา,ราชธานี โรจนะ โรงพยาบาลทั่วไปขนาดใหญ่,24681,เอกชน,เอกชน,2,5-ส.ค.-20,4-ส.ค.-21,
4,ลพบุรี,เบญจรมย์,11812,เอกชน,สมาคมโรงพยาบาลเอกชน,1,5-ส.ค.-20,4-ส.ค.-21,
4,ลพบุรี,สระโบสถ์,10794,รัฐในสังกัดสป.สธ.,รพช.,r2,18-ธ.ค.-18,17-ธ.ค.-21,
4,ลพบุรี,โคกเจริญ,10795,รัฐในสังกัดสป.สธ.,รพช.,r1,13-ส.ค.-20,12-ส.ค.-23,
4,ลพบุรี,ท่าหลวง,10793,รัฐในสังกัดสป.สธ.,รพช.,r2,11-ก.พ.-20,10-ก.พ.-23,
4,ลพบุรี,ลำสนธิ,10796,รัฐในสังกัดสป.สธ.,รพช.,r3,21-ม.ค.-20,20-ม.ค.-23,
4,ลพบุรี,หนองม่วง,10797,รัฐในสังกัดสป.สธ.,รพช.,r3,11-ก.พ.-20,10-ก.พ.-23,
4,ลพบุรี,อานันทมหิดล,11484,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r4,29-ม.ค.-19,28-ม.ค.-22,
4,ลพบุรี,พัฒนานิคม,10789,รัฐในสังกัดสป.สธ.,รพช.,r1,20-ก.พ.-18,19-ก.พ.-21,
4,ลพบุรี,เมืองนารายณ์,14948,เอกชน,สมาคมโรงพยาบาลเอกชน,1e,15-ต.ค.-19,14-ต.ค.-20,อยู่ระหว่างต่ออายุ
4,ลพบุรี,พระนารายณ์มหาราช,10690,รัฐในสังกัดสป.สธ.,รพท.,r4,29-ม.ค.-18,28-ม.ค.-21,
4,ลพบุรี,บ้านหมี่,10691,รัฐในสังกัดสป.สธ.,รพท.,r3,13-ส.ค.-19,12-ส.ค.-22,
4,ลพบุรี,มะเร็งลพบุรี,14199,รัฐในสังกัดสธ.,กรมการแพทย์,r3,15-ก.ค.-20,14-ก.ค.-23,
4,ลพบุรี,ชัยบาดาล,10791,รัฐในสังกัดสป.สธ.,รพช.,3,19-พ.ย.-19,18-พ.ย.-21,
4,ลพบุรี,โคกสำโรง,10790,รัฐในสังกัดสป.สธ.,รพช.,r3,24-ธ.ค.-19,23-ธ.ค.-22,
4,ลพบุรี,ท่าวุ้ง,10792,รัฐในสังกัดสป.สธ.,รพช.,r3,14-ม.ค.-20,13-ม.ค.-23,
4,ลพบุรี,กองบิน 2,14928,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ,2,5-มิ.ย.-20,4-มิ.ย.-21,
4,สระบุรี,หนองโดน,10813,รัฐในสังกัดสป.สธ.,รพช.,3,28-พ.ค.-19,27-พ.ค.-21,
4,สระบุรี,พระพุทธบาท,10695,รัฐในสังกัดสป.สธ.,รพท.,r4,13-ส.ค.-19,12-ส.ค.-22,
4,สระบุรี,ส่งเสริมสุขภาพ ศูนย์อนามัยที่ 4 สระบุรี,12266,รัฐในสังกัดสธ.,กรมอนามัย,0,,,
4,สระบุรี,หนองแค,10808,รัฐในสังกัดสป.สธ.,รพช.,3,23-เม.ย.-19,22-เม.ย.-21,
4,สระบุรี,ค่ายอดิศร,11485,กระทรวงกลาโหม,กรมแพทย์ทหารบก,3,18-ธ.ค.-20,17-ธ.ค.-21,
4,สระบุรี,แก่งคอย,10807,รัฐในสังกัดสป.สธ.,รพช.,r4,22-พ.ค.-18,21-พ.ค.-21,
4,สระบุรี,ปภาเวช,11834,เอกชน,เอกชน,0,,,
4,สระบุรี,เกษมราษฎร์ สระบุรี,11833,เอกชน,สมาคมโรงพยาบาลเอกชน,r1,19-ธ.ค.-20,18-ธ.ค.-21,
4,สระบุรี,วังม่วงสัทธรรม,10816,รัฐในสังกัดสป.สธ.,รพช.,r2,12-ก.ย.-20,11-ก.ย.-21,
4,สระบุรี,มวกเหล็ก,10815,รัฐในสังกัดสป.สธ.,รพช.,r2,10-เม.ย.-18,9-เม.ย.-21,
4,สระบุรี,เสาไห้เฉลิมพระเกียรติ ๘๐ พรรษา,10814,รัฐในสังกัดสป.สธ.,รพช.,r5,24-ธ.ค.-19,23-ธ.ค.-22,
4,สระบุรี,บ้านหมอ,10811,รัฐในสังกัดสป.สธ.,รพช.,r3,12-ธ.ค.-20,11-ธ.ค.-21,
4,สระบุรี,สถานพยาบาลอภิณพเวชกรรม,14926,เอกชน,เอกชน,0,,,
4,สระบุรี,ดอนพุด,10812,รัฐในสังกัดสป.สธ.,รพช.,r3,15-ก.ค.-20,14-ก.ค.-23,
4,สระบุรี,หนองแซง,10810,รัฐในสังกัดสป.สธ.,รพช.,r2,24-มี.ค.-20,23-มี.ค.-21,
4,สระบุรี,มิตรภาพเมโมเรียล สระบุรี,11835,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,20-ส.ค.-19,19-ส.ค.-20,อยู่ระหว่างต่ออายุ
4,สระบุรี,วิหารแดง,10809,รัฐในสังกัดสป.สธ.,รพช.,r3,9-ม.ค.-21,8-ม.ค.-24,
4,สระบุรี,สระบุรี,10661,รัฐในสังกัดสป.สธ.,รพศ.,r4,23-พ.ค.-20,22-พ.ค.-21,
4,สิงห์บุรี,อินทร์บุรี,10693,รัฐในสังกัดสป.สธ.,รพท.,r3,21-ม.ค.-20,20-ม.ค.-23,
4,สิงห์บุรี,สิงห์บุรีเวชการ(หมอประเจิด),11823,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
4,สิงห์บุรี,ท่าช้าง,10801,รัฐในสังกัดสป.สธ.,รพช.,r1,10-ก.ย.-19,9-ก.ย.-22,
4,สิงห์บุรี,ค่ายบางระจัน,10799,รัฐในสังกัดสป.สธ.,รพช.,3,1-พ.ค.-20,30-เม.ย.-21,
4,สิงห์บุรี,บางระจัน,10798,รัฐในสังกัดสป.สธ.,รพช.,r1,9-ก.ย.-20,8-ก.ย.-23,
4,สิงห์บุรี,พรหมบุรี,10800,รัฐในสังกัดสป.สธ.,รพช.,3,1-พ.ค.-20,30-เม.ย.-21,
4,สิงห์บุรี,สิงห์บุรี,10692,รัฐในสังกัดสป.สธ.,รพท.,r4,18-ก.พ.-20,17-ก.พ.-23,
4,อ่างทอง,สามโก้,10788,รัฐในสังกัดสป.สธ.,รพช.,3,8-ต.ค.-19,7-ต.ค.-21,
4,อ่างทอง,อ่างทอง,10689,รัฐในสังกัดสป.สธ.,รพท.,r1,14-พ.ย.-20,13-พ.ย.-21,
4,อ่างทอง,วิเศษชัยชาญ,10787,รัฐในสังกัดสป.สธ.,รพช.,3,26-มิ.ย.-20,25-มิ.ย.-21,
4,อ่างทอง,โพธิ์ทอง,10785,รัฐในสังกัดสป.สธ.,รพช.,r1,28-ส.ค.-18,27-ส.ค.-21,
4,อ่างทอง,ป่าโมก,10784,รัฐในสังกัดสป.สธ.,รพช.,3,21-ก.พ.-19,20-ก.พ.-21,
4,อ่างทอง,อ่างทองเวชการ,21598,เอกชน,เอกชน,0,,,
4,อ่างทอง,ไชโย,10782,รัฐในสังกัดสป.สธ.,รพช.,3,23-เม.ย.-19,22-เม.ย.-21,
4,อ่างทอง,แสวงหา,10786,รัฐในสังกัดสป.สธ.,รพช.,3,23-เม.ย.-19,22-เม.ย.-21,
5,กาญจนบุรี,ไทรโยค,11278,รัฐในสังกัดสป.สธ.,รพช.,r1,13-พ.ย.-18,12-พ.ย.-21,
5,กาญจนบุรี,ท่ากระดาน,11281,รัฐในสังกัดสป.สธ.,รพช.,r1,28-เม.ย.-20,27-เม.ย.-23,
5,กาญจนบุรี,พยาบาลสถานพระบารมี,11288,รัฐในสังกัดสป.สธ.,รพช.,r1,10-ก.ย.-19,9-ก.ย.-22,
5,กาญจนบุรี,พหลพลพยุหเสนา,10731,รัฐในสังกัดสป.สธ.,รพท.,r2,13-พ.ย.-18,12-พ.ย.-21,
5,กาญจนบุรี,มะการักษ์,10732,รัฐในสังกัดสป.สธ.,รพท.,r2,24-ต.ค.-20,23-ต.ค.-21,
5,กาญจนบุรี,กาญจนบุรีเมโมเรียล,12110,เอกชน,เอกชน,0,,,
5,กาญจนบุรี,ธนกาญจน์,12107,เอกชน,เอกชน,0,,,
5,กาญจนบุรี,ค่ายสุรสีห์,11520,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r2,23-เม.ย.-19,22-เม.ย.-22,
5,กาญจนบุรี,ทองผาภูมิ,11283,รัฐในสังกัดสป.สธ.,รพช.,r1,28-พ.ค.-19,27-พ.ค.-22,
5,กาญจนบุรี,สถานพยาบาลคริสเตียนแม่น้ำแควน้อย,12113,เอกชน,เอกชน,0,,,
5,กาญจนบุรี,ศุกร์ศิริศรีสวัสดิ์,14136,รัฐในสังกัดสป.สธ.,รพช.,r1,15-ก.ค.-20,14-ก.ค.-23,
5,กาญจนบุรี,สถานพยาบาลท่าเรือ,12104,เอกชน,เอกชน,0,,,
5,กาญจนบุรี,ด่านมะขามเตี้ย,11287,รัฐในสังกัดสป.สธ.,รพช.,r1,23-เม.ย.-19,22-เม.ย.-22,
5,กาญจนบุรี,เลาขวัญ,11286,รัฐในสังกัดสป.สธ.,รพช.,r1,14-ส.ค.-18,13-ส.ค.-21,
5,กาญจนบุรี,สังขละบุรี,11284,รัฐในสังกัดสป.สธ.,รพช.,r1,23-เม.ย.-19,22-เม.ย.-22,
5,กาญจนบุรี,บ่อพลอย,11280,รัฐในสังกัดสป.สธ.,รพช.,r3,9-ม.ค.-18,8-ม.ค.-21,
5,กาญจนบุรี,สมเด็จพระปิยมหาราชรมณียเขต,11279,รัฐในสังกัดสป.สธ.,รพช.,3,24-มี.ค.-20,23-มี.ค.-21,
5,กาญจนบุรี,เจ้าคุณไพบูลย์พนมทวน,11285,รัฐในสังกัดสป.สธ.,รพช.,r2,11-ก.ย.-18,10-ก.ย.-21,
5,กาญจนบุรี,ห้วยกระเจาเฉลิมพระเกียรติ ๘๐ พรรษา,21948,รัฐในสังกัดสป.สธ.,รพช.,r1,23-เม.ย.-19,22-เม.ย.-22,
5,กาญจนบุรี,สมเด็จพระสังฆราชองค์ที่ 19,11282,รัฐในสังกัดสป.สธ.,รพช.,r3,25-ก.ย.-18,24-ก.ย.-21,
5,กาญจนบุรี,หนองปรือ,41701,รัฐในสังกัดสป.สธ.,รพช.,0,,,
5,นครปฐม,สามพราน,11302,รัฐในสังกัดสป.สธ.,รพช.,3,27-ส.ค.-19,26-ส.ค.-21,
5,นครปฐม,พุทธมณฑล,11303,รัฐในสังกัดสป.สธ.,รพช.,r2,14-ส.ค.-18,13-ส.ค.-21,
5,นครปฐม,ดอนตูม,11300,รัฐในสังกัดสป.สธ.,รพช.,3,23-ก.ค.-19,22-ก.ค.-21,
5,นครปฐม,หลวงพ่อเปิ่น,13819,รัฐในสังกัดสป.สธ.,รพช.,r2,9-พ.ค.-20,8-พ.ค.-21,
5,นครปฐม,ศาลายา,12131,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
5,นครปฐม,กำแพงแสน,11297,รัฐในสังกัดสป.สธ.,รพช.,3,23-เม.ย.-19,22-เม.ย.-21,
5,นครปฐม,นครชัยศรี,11298,รัฐในสังกัดสป.สธ.,รพช.,3,10-ก.ย.-19,9-ก.ย.-21,
5,นครปฐม,กายภาพบำบัดขนาดเล็ก ด๊อกเตอร์ เฮลท์ อินเตอร์เนชั่นแนล,26,เอกชน,เอกชน,0,,,
5,นครปฐม,บางเลน,11301,รัฐในสังกัดสป.สธ.,รพช.,3,9-ก.ค.-19,8-ก.ค.-21,
5,นครปฐม,กรุงเทพคริสเตียน,12126,เอกชน,สมาคมโรงพยาบาลเอกชน,2,3-ก.ย.-20,2-ก.ย.-21,
5,นครปฐม,ตุลาการเฉลิมพระเกียรติ,14678,หน่วยราชการอิสระ,หน่วยราชการอิสระ,0,,,
5,นครปฐม,เทพากร,12127,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
5,นครปฐม,จันทรุเบกษา,11521,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ,r4,25-มิ.ย.-19,24-มิ.ย.-22,
5,นครปฐม,กรุงเทพสนามจันทร์,12128,เอกชน,สมาคมโรงพยาบาลเอกชน,2,3-ก.ย.-20,2-ก.ย.-21,
5,นครปฐม,นครปฐม,10679,รัฐในสังกัดสป.สธ.,รพศ.,r2,22-ส.ค.-20,21-ส.ค.-21,
5,นครปฐม,ศูนย์การแพทย์กาญจนาภิเษก มหาวิทยาลัยมหิดล,22952,มหาวิทยาลัย,,r2,11-ก.พ.-20,10-ก.พ.-23,
5,นครปฐม,ห้วยพลู,11299,รัฐในสังกัดสป.สธ.,รพช.,r3,21-ม.ค.-20,20-ม.ค.-23,
5,นครปฐม,เมตตาประชารักษ์ (วัดไร่ขิง),11473,รัฐในสังกัดสธ.,กรมการแพทย์,r2,4-มี.ค.-20,3-มี.ค.-21,
5,นครปฐม,ทันตกรรมมหาจักรีสิรินธร คณะทันตแพทยศาสตร์ มหาวิทยาลัยมหิดล,77496,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ,2e,15-ต.ค.-19,14-ต.ค.-20,
5,ประจวบคีรีขันธ์,กองบิน กองบิน 5,11500,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ,2,5-ส.ค.-20,4-ส.ค.-21,
5,ประจวบคีรีขันธ์,สถานีกาชาดหัวหินเฉลิมพระเกียรติ,12471,หน่วยราชการอิสระ,หน่วยราชการอิสระ,0,,,
5,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,10737,รัฐในสังกัดสป.สธ.,รพท.,r3,10-ต.ค.-20,9-เม.ย.-21,
5,ประจวบคีรีขันธ์,หัวหิน,11320,รัฐในสังกัดสป.สธ.,รพท.,r2,9-ก.ค.-19,8-ก.ค.-22,
5,ประจวบคีรีขันธ์,ซานเปาโลหัวหิน,14617,เอกชน,สมาคมโรงพยาบาลเอกชน,3,26-ส.ค.-20,25-ส.ค.-22,
5,ประจวบคีรีขันธ์,ค่ายธนะรัชต์,11522,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r2,22-ก.ค.-20,21-ก.ค.-23,
5,ประจวบคีรีขันธ์,บางสะพาน,11317,รัฐในสังกัดสป.สธ.,รพช.,3,25-ก.ย.-20,24-ก.ย.-21,
5,ประจวบคีรีขันธ์,ทับสะแก,11316,รัฐในสังกัดสป.สธ.,รพช.,r2,12-พ.ย.-19,11-พ.ย.-22,
5,ประจวบคีรีขันธ์,ปราณบุรี,11319,รัฐในสังกัดสป.สธ.,รพช.,3,1-พ.ค.-20,30-เม.ย.-21,
5,ประจวบคีรีขันธ์,บางสะพานน้อย,11318,รัฐในสังกัดสป.สธ.,รพช.,2,10-เม.ย.-20,9-เม.ย.-21,
5,ประจวบคีรีขันธ์,กุยบุรี,11315,รัฐในสังกัดสป.สธ.,รพช.,2,5-ส.ค.-20,4-ส.ค.-21,
5,ประจวบคีรีขันธ์,ทั่วไปขนาดกลางกรุงเทพหัวหิน,30,เอกชน,เอกชน,0,,,
5,ประจวบคีรีขันธ์,สามร้อยยอด,11321,รัฐในสังกัดสป.สธ.,รพช.,r1,18-ก.พ.-20,17-ก.พ.-23,
5,เพชรบุรี,พระจอมเกล้า,10736,รัฐในสังกัดสป.สธ.,รพท.,r3,27-ส.ค.-19,26-ส.ค.-22,
5,เพชรบุรี,ค่ายรามราชนิเวศน์,11475,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r1,28-เม.ย.-20,27-เม.ย.-23,
5,เพชรบุรี,เขาย้อย,11308,รัฐในสังกัดสป.สธ.,รพช.,r1,18-ก.พ.-20,17-ก.พ.-23,
5,เพชรบุรี,หนองหญ้าปล้อง,11309,รัฐในสังกัดสป.สธ.,รพช.,r1,10-ก.ค.-18,9-ก.ค.-21,
5,เพชรบุรี,บ้านลาด,11312,รัฐในสังกัดสป.สธ.,รพช.,r3,20-ก.พ.-18,19-ก.พ.-21,
5,เพชรบุรี,บ้านแหลม,11313,รัฐในสังกัดสป.สธ.,รพช.,3,12-มิ.ย.-20,11-มิ.ย.-21,
5,เพชรบุรี,แก่งกระจาน,11314,รัฐในสังกัดสป.สธ.,รพช.,2e,24-ธ.ค.-18,23-ธ.ค.-19,อยู่ระหว่างต่ออายุ
5,เพชรบุรี,ชะอำ,11310,รัฐในสังกัดสป.สธ.,รพช.,3,21-ม.ค.-20,20-ม.ค.-22,
5,เพชรบุรี,ท่ายาง,11311,รัฐในสังกัดสป.สธ.,รพช.,r2,27-มิ.ย.-20,26-มิ.ย.-21,
5,เพชรบุรี,กรุงเทพเพชรบุรี,14961,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,5-พ.ย.-19,4-พ.ย.-20,อยู่ระหว่างต่ออายุ
5,เพชรบุรี,มหาชัยเพชรรัชต์โรงพยาบาลทั่วไปขนาดใหญ่,12159,เอกชน,สมาคมโรงพยาบาลเอกชน,3e,13-ธ.ค.-16,12-ธ.ค.-18,
5,ราชบุรี,โพธาราม,10730,รัฐในสังกัดสป.สธ.,รพท.,r3,16-ต.ค.-18,15-ต.ค.-21,
5,ราชบุรี,สถานพยาบาลแพทย์ประดิษฐ์,12093,เอกชน,เอกชน,0,,,
5,ราชบุรี,สวนผึ้ง,11273,รัฐในสังกัดสป.สธ.,รพช.,r2,10-เม.ย.-18,9-เม.ย.-21,
5,ราชบุรี,เจ็ดเสมียน,11275,รัฐในสังกัดสป.สธ.,รพช.,r1,27-มิ.ย.-20,26-มิ.ย.-21,
5,ราชบุรี,ปากท่อ,11276,รัฐในสังกัดสป.สธ.,รพช.,r2,12-ก.ย.-21,11-ก.ย.-24,
5,ราชบุรี,วัดเพลง,11277,รัฐในสังกัดสป.สธ.,รพช.,r2,27-พ.ย.-20,26-พ.ย.-21,
5,ราชบุรี,สถานพยาบาลวัฒนเวช,14609,เอกชน,เอกชน,0,,,
5,ราชบุรี,สถานพยาบาลหมอสงวน,12086,เอกชน,เอกชน,0,,,
5,ราชบุรี,พร้อมแพทย์,12097,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
5,ราชบุรี,บางแพ,11274,รัฐในสังกัดสป.สธ.,รพช.,r1,1-พ.ค.-20,30-เม.ย.-21,
5,ราชบุรี,สมเด็จพระยุพราชจอมบึง,11458,รัฐในสังกัดสป.สธ.,รพช.,r3,24-มี.ค.-21,23-มี.ค.-24,
5,ราชบุรี,บ้านโป่ง,10729,รัฐในสังกัดสป.สธ.,รพท.,r1,4-มี.ค.-20,3-มี.ค.-21,
5,ราชบุรี,ซานคามิลโล,12103,เอกชน,สมาคมโรงพยาบาลเอกชน,r4,12-พ.ย.-19,11-พ.ย.-22,
5,ราชบุรี,ดำเนินสะดวก,10728,รัฐในสังกัดสป.สธ.,รพท.,r1,29-ม.ค.-18,28-ม.ค.-21,
5,ราชบุรี,กรุงเทพเมืองราช โรงพยาบาลทั่วไปขนาดใหญ่,12098,เอกชน,สมาคมโรงพยาบาลเอกชน,r1,13-พ.ย.-18,12-พ.ย.-21,
5,ราชบุรี,ส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5 ราชบุรี,12286,รัฐในสังกัดสธ.,กรมอนามัย,3,21-พ.ย.-20,20-พ.ย.-21,
5,ราชบุรี,ราชบุรี,10677,รัฐในสังกัดสป.สธ.,รพศ.,r2,8-ต.ค.-19,7-ต.ค.-22,
5,ราชบุรี,บ้านคา,28858,รัฐในสังกัดสป.สธ.,รพช.,0,,,
5,ราชบุรี,ค่ายภาณุรังษี,11519,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r2,11-ก.พ.-20,10-ก.พ.-23,
5,สมุทรสงคราม,มหาชัยแม่กลองโรงพยาบาลทั่วไปขนาดกลาง,12145,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
5,สมุทรสงคราม,นภาลัย,11306,รัฐในสังกัดสป.สธ.,รพช.,r2,12-พ.ค.-20,11-พ.ค.-23,
5,สมุทรสงคราม,อัมพวา,11307,รัฐในสังกัดสป.สธ.,รพช.,r2,27-พ.ย.-20,26-พ.ค.-21,
5,สมุทรสงคราม,สมเด็จพระพุทธเลิศหล้า,10735,รัฐในสังกัดสป.สธ.,รพท.,r2,12-ก.พ.-19,11-ก.พ.-22,
5,สมุทรสาคร,มหาชัย 3,23924,เอกชน,เอกชน,r2,23-ก.ค.-19,22-ก.ค.-22,
5,สมุทรสาคร,มหาชัย,12139,เอกชน,สมาคมโรงพยาบาลเอกชน,r3,23-เม.ย.-19,22-เม.ย.-22,
5,สมุทรสาคร,มหาชัย 2,12143,เอกชน,สมาคมโรงพยาบาลเอกชน,r3,23-เม.ย.-19,22-เม.ย.-22,
5,สมุทรสาคร,บ้านแพ้ว (องค์การมหาชน),11305,รัฐในสังกัดสธ.,รพท.,r3,20-ก.พ.-18,19-ก.พ.-21,
5,สมุทรสาคร,วิชัยเวช อินเตอร์เนชั่นแนล อ้อมน้อย,12144,เอกชน,สมาคมโรงพยาบาลเอกชน,r2,25-มิ.ย.-19,24-มิ.ย.-22,
5,สมุทรสาคร,สมุทรสาคร,10734,รัฐในสังกัดสป.สธ.,รพศ.,r4,15-ก.ค.-20,14-ก.ค.-23,
5,สมุทรสาคร,ทั่วไปขนาดเล็กเจษฎาเวชการ,12137,เอกชน,เอกชน,2,21-ม.ค.-20,20-ม.ค.-21,
5,สมุทรสาคร,วิภาราม สมุทรสาครโรงพยาบาลทั่วไปขนาดใหญ่,40917,เอกชน,เอกชน,2,5-มิ.ย.-20,4-มิ.ย.-21,
5,สมุทรสาคร,ทั่วไปขนาดเล็กพานาซีพระราม 2,41922,เอกชน,เอกชน,0,,,
5,สมุทรสาคร,กระทุ่มแบน,11304,รัฐในสังกัดสป.สธ.,รพท.,r1,8-พ.ค.-18,7-พ.ค.-21,
5,สมุทรสาคร,เอกชัย,22615,เอกชน,สมาคมโรงพยาบาลเอกชน,1e,3-ม.ค.-08,2-ม.ค.-09,
5,สมุทรสาคร,วิชัยเวช อินเตอร์เนชั่นแนล สมุทรสาคร,12140,เอกชน,สมาคมโรงพยาบาลเอกชน,r1,25-มิ.ย.-19,24-มิ.ย.-22,
5,สุพรรณบุรี,เจ้าพระยายมราช,10678,รัฐในสังกัดสป.สธ.,รพศ.,r3,14-ธ.ค.-18,13-ธ.ค.-21,
